itemid,                    name, sell_single, buy_single, price_single, stock_single, sell_stacks, buy_stacks, price_stacks, stock_stacks
 14349,           kingdom_tunic,           1,          1,          625,           25,           0,          1,            1,           50
 14350,          windurstian_gi,           1,          1,         1764,           25,           0,          1,            1,           50
 14351,           federation_gi,           1,          1,         1918,           25,           0,          1,            1,           50
 14352,            win._doublet,           1,          1,         5617,           25,           0,          1,            1,           50
 14353,            fed._doublet,           1,          1,         7021,           25,           0,          1,            1,           50
 14354,           c.c._cloak_+1,           1,          1,         8261,           25,           0,          1,            1,           50
 14355,           c.c._cloak_+2,           1,          1,        10326,           25,           0,          1,            1,           50
 14356,       irn.msk.gmbsn._+1,           1,          1,         6600,           25,           0,          1,            1,           50
 14357,       irn.msk.gmbsn._+2,           1,          1,         8250,           25,           0,          1,            1,           50
 14358,        ryl.sqr._robe_+1,           1,          1,         6062,           25,           0,          1,            1,           50
 14359,        ryl.sqr._robe_+2,           1,          1,         6519,           25,           0,          1,            1,           50
 14360,           r.k._cloak_+1,           1,          1,        10326,           25,           0,          1,            1,           50
 14361,           r.k._cloak_+2,           1,          1,        12907,           25,           0,          1,            1,           50
 14362,            t.m._coat_+1,           1,          1,         8075,           25,           0,          1,            1,           50
 14363,            t.m._coat_+2,           1,          1,        10093,           25,           0,          1,            1,           50
 14364,             yhel_jacket,           1,          1,         4059,           25,           0,          1,            1,           50
 14366,          ogre_jerkin_+1,           1,          1,         5760,           25,           0,          1,            1,           50
 14372,           cardinal_vest,           1,          1,        12061,           25,           0,          1,            1,           50
 14373,           bachelor_vest,           1,          1,        12061,           25,           0,          1,            1,           50
 14374,            field_tunica,           1,          1,         4465,           25,           0,          1,            1,           50
 14375,           worker_tunica,           1,          1,         2478,           25,           0,          1,            1,           50
 14376,           rasetsu_samue,           1,          1,        11896,           25,           0,          1,            1,           50
 14377,        rasetsu_samue_+1,           1,          1,        14870,           25,           0,          1,            1,           50
 14380,             errant_hpl.,           1,          1,        13750,           25,           0,          1,            1,           50
 14381,            mahatma_hpl.,           1,          1,        15000,           25,           0,          1,            1,           50
 14382,                plastron,           1,          1,        15978,           25,           0,          1,            1,           50
 14383,             plastron_+1,           1,          1,        19972,           25,           0,          1,            1,           50
 14384,           opaline_dress,           1,          1,        10037,           25,           0,          1,            1,           50
 14385,        ceremonial_dress,           1,          1,         6609,           25,           0,          1,            1,           50
 14389,          dragon_harness,           1,          1,         8925,           25,           0,          1,            1,           50
 14390,       dragon_harness_+1,           1,          1,        11156,           25,           0,          1,            1,           50
 14391,          dusk_jerkin_+1,           1,          1,         6875,           25,           0,          1,            1,           50
 14414,           shair_manteel,           1,          1,        18500,           25,           0,          1,            1,           50
 14415,          sheikh_manteel,           1,          1,        11896,           25,           0,          1,            1,           50
 14416,          barone_corazza,           1,          1,        33901,           25,           0,          1,            1,           50
 14417,           conte_corazza,           1,          1,        11565,           25,           0,          1,            1,           50
 14418,            bison_jacket,           1,          1,         9018,           25,           0,          1,            1,           50
 14419,           braves_jacket,           1,          1,        11731,           25,           0,          1,            1,           50
 14420,           igqira_weskit,           1,          1,        10250,           25,           0,          1,            1,           50
 14421,            genie_weskit,           1,          1,        12061,           25,           0,          1,            1,           50
 14422,            noct_doublet,           1,          1,         1980,           25,           0,          1,            1,           50
 14423,              mist_tunic,           1,          1,         4956,           25,           0,          1,            1,           50
 14424,             seers_tunic,           1,          1,         2346,           25,           0,          1,            1,           50
 14425,            garish_tunic,           1,          1,         2655,           25,           0,          1,            1,           50
 14426,           shade_harness,           1,          1,         5255,           25,           0,          1,            1,           50
 14427,          seers_tunic_+1,           1,          1,         2593,           25,           0,          1,            1,           50
 14431,              eisenbrust,           1,          1,         2500,           25,           0,          1,            1,           50
 14432,           rubious_tunic,           1,          1,         4956,           25,           0,          1,            1,           50
 14433,        shade_harness_+1,           1,          1,         5583,           25,           0,          1,            1,           50
 14434,         noct_doublet_+1,           1,          1,         2280,           25,           0,          1,            1,           50
 14435,              kampfbrust,           1,          1,         2522,           25,           0,          1,            1,           50
 14436,          blessed_bliaut,           1,          1,         8670,           25,           0,          1,            1,           50
 14437,         hachiman_domaru,           1,          1,        11565,           25,           0,          1,            1,           50
 14438,       blessed_bliaut_+1,           1,          1,        10837,           25,           0,          1,            1,           50
 14439,          hmn._domaru_+1,           1,          1,        14456,           25,           0,          1,            1,           50
 14440,                chasuble,           1,          1,        11896,           25,           0,          1,            1,           50
 14441,             chasuble_+1,           1,          1,        14870,           25,           0,          1,            1,           50
 14442,          yasha_samue_+1,           1,          1,        11483,           25,           0,          1,            1,           50
 14443,           vampire_cloak,           1,          1,         3480,           25,           0,          1,            1,           50
 14444,         alumine_haubert,           1,          1,         7435,           25,           0,          1,            1,           50
 14445,         luisant_haubert,           1,          1,        16800,           25,           0,          1,            1,           50
 14446,            traders_saio,           1,          1,          710,           25,           0,          1,            1,           50
 14447,             barons_saio,           1,          1,          785,           25,           0,          1,            1,           50
 14448,         unicorn_harness,           1,          1,        12226,           25,           0,          1,            1,           50
 14449,         ucn._harness_+1,           1,          1,        15282,           25,           0,          1,            1,           50
 14465,         nanban_kariginu,           1,          1,         2700,           25,           0,          1,            1,           50
 14470,       assault_brstplate,           1,          1,        12391,           25,           0,          1,            1,           50
 14490,              mana_tunic,           1,          1,         1321,           25,           0,          1,            1,           50
 14491,              mana_cloak,           1,          1,         5617,           25,           0,          1,            1,           50
 14492,         high_mana_cloak,           1,          1,         8261,           25,           0,          1,            1,           50
 14493,            healing_vest,           1,          1,         4956,           25,           0,          1,            1,           50
 14494,            healing_mail,           1,          1,        11565,           25,           0,          1,            1,           50
 14495,         healing_harness,           1,          1,         2643,           25,           0,          1,            1,           50
 14496,        healing_jstcorps,           1,          1,         9583,           25,           0,          1,            1,           50
 14497,      high_heal._harness,           1,          1,         7435,           25,           0,          1,            1,           50
 14498,              crow_jupon,           1,          1,         3080,           25,           0,          1,            1,           50
 14499,             raven_jupon,           1,          1,         8261,           25,           0,          1,            1,           50
 14524,          sipahi_jawshan,           1,          1,         9748,           25,           0,          1,            1,           50
 14526,            jaridah_peti,           1,          1,         5912,           25,           0,          1,            1,           50
 14528,           abtal_jawshan,           1,          1,         9748,           25,           0,          1,            1,           50
 14529,             akinji_peti,           1,          1,         9087,           25,           0,          1,            1,           50
 14531,           bannaret_mail,           1,          1,         3965,           25,           0,          1,            1,           50
 14536,            arakan_samue,           1,          1,        11070,           25,           0,          1,            1,           50
 14537,              hydra_mail,           1,          1,        11896,           25,           0,          1,            1,           50
 14538,           hydra_mail_+1,           1,          1,        14870,           25,           0,          1,            1,           50
 14539,                 kyudogi,           1,          1,        12945,           25,           0,          1,            1,           50
 14540,              kyudogi_+1,           1,          1,        16181,           25,           0,          1,            1,           50
 14541,        taikyoku_kenpogi,           1,          1,         1321,           25,           0,          1,            1,           50
 14542,             silken_coat,           1,          1,         8757,           25,           0,          1,            1,           50
 14543,               magi_coat,           1,          1,         8757,           25,           0,          1,            1,           50
 14544,                corselet,           1,          1,        11731,           25,           0,          1,            1,           50
 14545,             corselet_+1,           1,          1,        14663,           25,           0,          1,            1,           50
 14566,         khimaira_jacket,           1,          1,        11731,           25,           0,          1,            1,           50
 14567,            stout_jacket,           1,          1,        11731,           25,           0,          1,            1,           50
 14571,             tabin_jupon,           1,          1,         5590,           25,           0,          1,            1,           50
 14572,          tabin_jupon_+1,           1,          1,         6987,           25,           0,          1,            1,           50
 14581,          i.r._chainmail,           1,          1,         5280,           25,           0,          1,            1,           50
 14582,          fourth_cuirass,           1,          1,         7735,           25,           0,          1,            1,           50
 14583,              cobra_coat,           1,          1,         6460,           25,           0,          1,            1,           50
 14584,          i.r._jack_coat,           1,          1,          165,           25,           0,          1,            1,           50
 14585,           fourth_tunica,           1,          1,          519,           25,           0,          1,            1,           50
 14586,            cobra_tunica,           1,          1,          513,           25,           0,          1,            1,           50
 14587,          pilgrim_tunica,           1,          1,          519,           25,           0,          1,            1,           50
 14592,          reflex_ring_+1,           1,          1,          461,           25,           0,          1,            1,           50
 14593,         courage_ring_+1,           1,          1,          450,           25,           0,          1,            1,           50
 14594,           kldg._ring_+1,           1,          1,          461,           25,           0,          1,            1,           50
 14595,         balance_ring_+1,           1,          1,          461,           25,           0,          1,            1,           50
 14596,            trq._ring_+1,           1,          1,          461,           25,           0,          1,            1,           50
 14597,         stamina_ring_+1,           1,          1,          461,           25,           0,          1,            1,           50
 14598,          energy_ring_+1,           1,          1,          423,           25,           0,          1,            1,           50
 14599,            hope_ring_+1,           1,          1,          450,           25,           0,          1,            1,           50
 14600,        alacrity_ring_+1,           1,          1,         2241,           25,           0,          1,            1,           50
 14601,       puissance_ring_+1,           1,          1,         2250,           25,           0,          1,            1,           50
 14602,          wisdom_ring_+1,           1,          1,         2250,           25,           0,          1,            1,           50
 14603,            deft_ring_+1,           1,          1,         2250,           25,           0,          1,            1,           50
 14604,          solace_ring_+1,           1,          1,         2182,           25,           0,          1,            1,           50
 14605,           verve_ring_+1,           1,          1,         2250,           25,           0,          1,            1,           50
 14606,            aura_ring_+1,           1,          1,         2766,           25,           0,          1,            1,           50
 14607,         loyalty_ring_+1,           1,          1,         2241,           25,           0,          1,            1,           50
 14608,        celerity_ring_+1,           1,          1,         4150,           25,           0,          1,            1,           50
 14609,         victory_ring_+1,           1,          1,         4381,           25,           0,          1,            1,           50
 14610,          genius_ring_+1,           1,          1,         4260,           25,           0,          1,            1,           50
 14611,           grace_ring_+1,           1,          1,         4150,           25,           0,          1,            1,           50
 14612,        serenity_ring_+1,           1,          1,         4156,           25,           0,          1,            1,           50
 14613,           vigor_ring_+1,           1,          1,         4150,           25,           0,          1,            1,           50
 14614,          mystic_ring_+1,           1,          1,         4150,           25,           0,          1,            1,           50
 14615,          allure_ring_+1,           1,          1,         4238,           25,           0,          1,            1,           50
 14616,             triton_ring,           1,          1,         3997,           25,           0,          1,            1,           50
 14617,          nimble_ring_+1,           1,          1,         5533,           25,           0,          1,            1,           50
 14618,         triumph_ring_+1,           1,          1,        11592,           25,           0,          1,            1,           50
 14619,            omn._ring_+1,           1,          1,         5533,           25,           0,          1,            1,           50
 14620,          adroit_ring_+1,           1,          1,         5533,           25,           0,          1,            1,           50
 14621,            cmn._ring_+1,           1,          1,         5533,           25,           0,          1,            1,           50
 14622,          robust_ring_+1,           1,          1,         5533,           25,           0,          1,            1,           50
 14623,           hades_ring_+1,           1,          1,         5533,           25,           0,          1,            1,           50
 14624,         heavens_ring_+1,           1,          1,         5533,           25,           0,          1,            1,           50
 14626,            mermaid_ring,           1,          1,         1435,           25,           0,          1,            1,           50
 14627,          dragon_ring_+1,           1,          1,         5611,           25,           0,          1,            1,           50
 14630,              flame_ring,           1,          1,        33800,           25,           0,          1,            1,           50
 14631,            vulcans_ring,           1,          1,         4642,           25,           0,          1,            1,           50
 14632,               aqua_ring,           1,          1,        33800,           25,           0,          1,            1,           50
 14633,           neptunes_ring,           1,          1,         1914,           25,           0,          1,            1,           50
 14634,               soil_ring,           1,          1,         4550,           25,           0,          1,            1,           50
 14635,             terras_ring,           1,          1,         3418,           25,           0,          1,            1,           50
 14636,             breeze_ring,           1,          1,        34645,           25,           0,          1,            1,           50
 14637,            austers_ring,           1,          1,         1185,           25,           0,          1,            1,           50
 14638,            thunder_ring,           1,          1,         4550,           25,           0,          1,            1,           50
 14639,           jupiters_ring,           1,          1,         8700,           25,           0,          1,            1,           50
 14640,               snow_ring,           1,          1,        33800,           25,           0,          1,            1,           50
 14641,            aquilos_ring,           1,          1,         2005,           25,           0,          1,            1,           50
 14642,              light_ring,           1,          1,        32786,           25,           0,          1,            1,           50
 14643,            apollos_ring,           1,          1,         2030,           25,           0,          1,            1,           50
 14644,               dark_ring,           1,          1,        33800,           25,           0,          1,            1,           50
 14645,             plutos_ring,           1,          1,         3587,           25,           0,          1,            1,           50
 14649,           telluric_ring,           1,          1,         2540,           25,           0,          1,            1,           50
 14650,          marksmans_ring,           1,          1,         3000,           25,           0,          1,            1,           50
 14651,               mana_ring,           1,          1,         3000,           25,           0,          1,            1,           50
 14654,            poisona_ring,           1,          1,         3965,           25,           0,          1,            1,           50
 14655,            venerer_ring,           1,          1,          380,           25,           0,          1,            1,           50
 14656,          poseidons_ring,           1,          1,         3997,           25,           0,          1,            1,           50
 14658,            atlauas_ring,           1,          1,        11250,           25,           0,          1,            1,           50
 14659,           hercules_ring,           1,          1,        11000,           25,           0,          1,            1,           50
 14660,             bowyer_ring,           1,          1,         1783,           25,           0,          1,            1,           50
 14661,              holla_ring,           1,          1,         2687,           25,           0,          1,            1,           50
 14662,                dem_ring,           1,          1,         2687,           25,           0,          1,            1,           50
 14663,                mea_ring,           1,          1,         2687,           25,           0,          1,            1,           50
 14664,              vahzl_ring,           1,          1,         2687,           25,           0,          1,            1,           50
 14665,              yhoat_ring,           1,          1,         2687,           25,           0,          1,            1,           50
 14666,              altep_ring,           1,          1,          268,           25,           0,          1,            1,           50
 14670,          safeguard_ring,           1,          1,           50,           25,           0,          1,            1,           50
 14673,             serene_ring,           1,          1,         4243,           25,           0,          1,            1,           50
 14674,          toreadors_ring,           1,          1,         1312,           25,           0,          1,            1,           50
 14675,           woodsman_ring,           1,          1,          768,           25,           0,          1,            1,           50
 14676,         assailants_ring,           1,          1,          822,           25,           0,          1,            1,           50
 14688,       reflex_earring_+1,           1,          1,          505,           25,           0,          1,            1,           50
 14689,         crg._earring_+1,           1,          1,          505,           25,           0,          1,            1,           50
 14690,        kldg._earring_+1,           1,          1,          505,           25,           0,          1,            1,           50
 14691,         blc._earring_+1,           1,          1,          505,           25,           0,          1,            1,           50
 14692,         trq._earring_+1,           1,          1,          505,           25,           0,          1,            1,           50
 14693,         stm._earring_+1,           1,          1,          505,           25,           0,          1,            1,           50
 14694,       energy_earring_+1,           1,          1,          219,           25,           0,          1,            1,           50
 14695,         hope_earring_+1,           1,          1,          233,           25,           0,          1,            1,           50
 14696,         alc._earring_+1,           1,          1,         1566,           25,           0,          1,            1,           50
 14697,        puis._earring_+1,           1,          1,         1566,           25,           0,          1,            1,           50
 14698,       wisdom_earring_+1,           1,          1,         1566,           25,           0,          1,            1,           50
 14699,         deft_earring_+1,           1,          1,         1566,           25,           0,          1,            1,           50
 14700,       solace_earring_+1,           1,          1,         1566,           25,           0,          1,            1,           50
 14701,        verve_earring_+1,           1,          1,         1566,           25,           0,          1,            1,           50
 14702,         aura_earring_+1,           1,          1,         1845,           25,           0,          1,            1,           50
 14703,         lyt._earring_+1,           1,          1,         1566,           25,           0,          1,            1,           50
 14704,         cel._earring_+1,           1,          1,         2476,           25,           0,          1,            1,           50
 14705,      victory_earring_+1,           1,          1,         2476,           25,           0,          1,            1,           50
 14706,       genius_earring_+1,           1,          1,         2476,           25,           0,          1,            1,           50
 14707,        grace_earring_+1,           1,          1,         2476,           25,           0,          1,            1,           50
 14708,         ser._earring_+1,           1,          1,         2476,           25,           0,          1,            1,           50
 14709,        vigor_earring_+1,           1,          1,         2476,           25,           0,          1,            1,           50
 14710,         mana_earring_+1,           1,          1,         2476,           25,           0,          1,            1,           50
 14711,       allure_earring_+1,           1,          1,         2476,           25,           0,          1,            1,           50
 14712,       nimble_earring_+1,           1,          1,         3386,           25,           0,          1,            1,           50
 14713,        tmph._earring_+1,           1,          1,         6111,           25,           0,          1,            1,           50
 14714,         omn._earring_+1,           1,          1,         3386,           25,           0,          1,            1,           50
 14715,       adroit_earring_+1,           1,          1,         5796,           25,           0,          1,            1,           50
 14716,         cmn._earring_+1,           1,          1,         6111,           25,           0,          1,            1,           50
 14717,       robust_earring_+1,           1,          1,         3386,           25,           0,          1,            1,           50
 14718,        hades_earring_+1,           1,          1,         3386,           25,           0,          1,            1,           50
 14719,         hvn._earring_+1,           1,          1,         3386,           25,           0,          1,            1,           50
 14720,          morion_earring,           1,          1,         1455,           25,           0,          1,            1,           50
 14721,       morion_earring_+1,           1,          1,         1800,           25,           0,          1,            1,           50
 14722,          pigeon_earring,           1,          1,         5760,           25,           0,          1,            1,           50
 14723,       pigeon_earring_+1,           1,          1,         1943,           25,           0,          1,            1,           50
 14725,          melody_earring,           1,          1,         5250,           25,           0,          1,            1,           50
 14726,       melody_earring_+1,           1,          1,         6000,           25,           0,          1,            1,           50
 14727,         phantom_earring,           1,          1,         6650,           25,           0,          1,            1,           50
 14728,        phtm._earring_+1,           1,          1,         8312,           25,           0,          1,            1,           50
 14729,       pilferers_earring,           1,          1,         1383,           25,           0,          1,            1,           50
 14730,        esquires_earring,           1,          1,         1213,           25,           0,          1,            1,           50
 14731,          killer_earring,           1,          1,         1213,           25,           0,          1,            1,           50
 14732,        trimmers_earring,           1,          1,         1213,           25,           0,          1,            1,           50
 14733,         singers_earring,           1,          1,         1213,           25,           0,          1,            1,           50
 14734,         beaters_earring,           1,          1,         1350,           25,           0,          1,            1,           50
 14735,        ashigaru_earring,           1,          1,         1213,           25,           0,          1,            1,           50
 14736,           genin_earring,           1,          1,         1350,           25,           0,          1,            1,           50
 14737,          wyvern_earring,           1,          1,         1350,           25,           0,          1,            1,           50
 14738,       magicians_earring,           1,          1,         1350,           25,           0,          1,            1,           50
 14744,          undead_earring,           1,          1,         2021,           25,           0,          1,            1,           50
 14745,          arcana_earring,           1,          1,         2021,           25,           0,          1,            1,           50
 14746,          vermin_earring,           1,          1,         2224,           25,           0,          1,            1,           50
 14747,            bird_earring,           1,          1,         4200,           25,           0,          1,            1,           50
 14748,          amorph_earring,           1,          1,         2021,           25,           0,          1,            1,           50
 14749,          lizard_earring,           1,          1,         2021,           25,           0,          1,            1,           50
 14750,           aquan_earring,           1,          1,         2021,           25,           0,          1,            1,           50
 14751,        plantoid_earring,           1,          1,         2224,           25,           0,          1,            1,           50
 14752,           beast_earring,           1,          1,         2021,           25,           0,          1,            1,           50
 14753,           demon_earring,           1,          1,         2021,           25,           0,          1,            1,           50
 14754,          dragon_earring,           1,          1,         4074,           25,           0,          1,            1,           50
 14755,         refresh_earring,           1,          1,         2062,           25,           0,          1,            1,           50
 14756,        accurate_earring,           1,          1,         2102,           25,           0,          1,            1,           50
 14757,        mecurial_earring,           1,          1,          808,           25,           0,          1,            1,           50
 14758,        knightly_earring,           1,          1,         2385,           25,           0,          1,            1,           50
 14759,          curaga_earring,           1,          1,         5400,           25,           0,          1,            1,           50
 14760,         cunning_earring,           1,          1,         1466,           25,           0,          1,            1,           50
 14761,         elusive_earring,           1,          1,         2422,           25,           0,          1,            1,           50
 14762,         attilas_earring,           1,          1,         3000,           25,           0,          1,            1,           50
 14764,          minuet_earring,           1,          1,          950,           25,           0,          1,            1,           50
 14765,         titanis_earring,           1,          1,          950,           25,           0,          1,            1,           50
 14766,           geist_earring,           1,          1,          920,           25,           0,          1,            1,           50
 14767,         evasion_earring,           1,          1,          800,           25,           0,          1,            1,           50
 14768,        parrying_earring,           1,          1,          800,           25,           0,          1,            1,           50
 14769,         buckler_earring,           1,          1,          816,           25,           0,          1,            1,           50
 14770,        guarding_earring,           1,          1,          800,           25,           0,          1,            1,           50
 14771,          divine_earring,           1,          1,          800,           25,           0,          1,            1,           50
 14772,            dark_earring,           1,          1,         1415,           25,           0,          1,            1,           50
 14773,        augment._earring,           1,          1,          800,           25,           0,          1,            1,           50
 14774,      enfeebling_earring,           1,          1,          800,           25,           0,          1,            1,           50
 14775,       elemental_earring,           1,          1,          800,           25,           0,          1,            1,           50
 14776,         healing_earring,           1,          1,          800,           25,           0,          1,            1,           50
 14777,            smn._earring,           1,          1,          800,           25,           0,          1,            1,           50
 14778,        ninjutsu_earring,           1,          1,         1415,           25,           0,          1,            1,           50
 14779,         singing_earring,           1,          1,         1415,           25,           0,          1,            1,           50
 14780,          string_earring,           1,          1,          800,           25,           0,          1,            1,           50
 14781,            wind_earring,           1,          1,          800,           25,           0,          1,            1,           50
 14782,          astral_earring,           1,          1,         2100,           25,           0,          1,            1,           50
 14783,         vampire_earring,           1,          1,         2709,           25,           0,          1,            1,           50
 14784,          sangha_earring,           1,          1,         2426,           25,           0,          1,            1,           50
 14790,         reraise_earring,           1,          1,         2064,           25,           0,          1,            1,           50
 14804,         harvest_earring,           1,          1,         4785,           25,           0,          1,            1,           50
 14805,           heims_earring,           1,          1,         1981,           25,           0,          1,            1,           50
 14807,      hospitaler_earring,           1,          1,         2183,           25,           0,          1,            1,           50
 14817,            field_gloves,           1,          1,          760,           25,           0,          1,            1,           50
 14818,           worker_gloves,           1,          1,         1026,           25,           0,          1,            1,           50
 14819,           rasetsu_tekko,           1,          1,        15000,           25,           0,          1,            1,           50
 14820,        rasetsu_tekko_+1,           1,          1,        18750,           25,           0,          1,            1,           50
 14823,          dragon_mittens,           1,          1,         2675,           25,           0,          1,            1,           50
 14824,       dragon_mittens_+1,           1,          1,         3343,           25,           0,          1,            1,           50
 14825,          dusk_gloves_+1,           1,          1,         3375,           25,           0,          1,            1,           50
 14826,           austere_cuffs,           1,          1,         3422,           25,           0,          1,            1,           50
 14827,           penance_cuffs,           1,          1,         3422,           25,           0,          1,            1,           50
 14828,           gem_gauntlets,           1,          1,         4996,           25,           0,          1,            1,           50
 14829,      gavial_fng.gnt._+1,           1,          1,         6160,           25,           0,          1,            1,           50
 14833,         marine_m_gloves,           1,          1,         4243,           25,           0,          1,            1,           50
 14834,         marine_f_gloves,           1,          1,         4243,           25,           0,          1,            1,           50
 14835,          wood_gauntlets,           1,          1,         4243,           25,           0,          1,            1,           50
 14836,             wood_gloves,           1,          1,         4243,           25,           0,          1,            1,           50
 14837,           creek_m_mitts,           1,          1,         4243,           25,           0,          1,            1,           50
 14838,           creek_f_mitts,           1,          1,         4243,           25,           0,          1,            1,           50
 14839,         river_gauntlets,           1,          1,         5000,           25,           0,          1,            1,           50
 14840,            dune_bracers,           1,          1,         4243,           25,           0,          1,            1,           50
 14841,         garrison_gloves,           1,          1,          450,           25,           0,          1,            1,           50
 14842,             ivory_mitts,           1,          1,         3422,           25,           0,          1,            1,           50
 14843,         spiked_fng.gnt.,           1,          1,         3150,           25,           0,          1,            1,           50
 14844,             rush_gloves,           1,          1,         3150,           25,           0,          1,            1,           50
 14845,           sly_gauntlets,           1,          1,         3422,           25,           0,          1,            1,           50
 14846,             shair_gages,           1,          1,         7000,           25,           0,          1,            1,           50
 14847,            sheikh_gages,           1,          1,         4928,           25,           0,          1,            1,           50
 14848,        barone_manopolas,           1,          1,         4791,           25,           0,          1,            1,           50
 14849,         conte_manopolas,           1,          1,         4791,           25,           0,          1,            1,           50
 14850,        bison_wristbands,           1,          1,         4859,           25,           0,          1,            1,           50
 14851,         brv._wristbands,           1,          1,         4859,           25,           0,          1,            1,           50
 14852,         igqira_manillas,           1,          1,         7254,           25,           0,          1,            1,           50
 14853,          genie_manillas,           1,          1,         4996,           25,           0,          1,            1,           50
 14854,             noct_gloves,           1,          1,         1365,           25,           0,          1,            1,           50
 14855,              mist_mitts,           1,          1,         2053,           25,           0,          1,            1,           50
 14856,             seers_mitts,           1,          1,          973,           25,           0,          1,            1,           50
 14857,            garish_mitts,           1,          1,          840,           25,           0,          1,            1,           50
 14858,           shade_mittens,           1,          1,         3011,           25,           0,          1,            1,           50
 14859,          seers_mitts_+1,           1,          1,         1259,           25,           0,          1,            1,           50
 14860,            eisenhentzes,           1,          1,         1700,           25,           0,          1,            1,           50
 14861,           rubious_mitts,           1,          1,         2053,           25,           0,          1,            1,           50
 14862,        shade_mittens_+1,           1,          1,         2138,           25,           0,          1,            1,           50
 14863,            kampfhentzes,           1,          1,         1845,           25,           0,          1,            1,           50
 14864,         palmers_bangles,           1,          1,         4898,           25,           0,          1,            1,           50
 14865,          noct_gloves_+1,           1,          1,         1665,           25,           0,          1,            1,           50
 14866,        concealing_cuffs,           1,          1,         3080,           25,           0,          1,            1,           50
 14867,           magical_mitts,           1,          1,         3833,           25,           0,          1,            1,           50
 14869,          noritsune_kote,           1,          1,         5065,           25,           0,          1,            1,           50
 14870,         trainers_wrist.,           1,          1,         4106,           25,           0,          1,            1,           50
 14871,         trainers_gloves,           1,          1,         3000,           25,           0,          1,            1,           50
 14872,          ostreger_mitts,           1,          1,         3315,           25,           0,          1,            1,           50
 14874,          horomusha_kote,           1,          1,          380,           25,           0,          1,            1,           50
 14875,           blessed_mitts,           1,          1,         3360,           25,           0,          1,            1,           50
 14876,           hachiman_kote,           1,          1,        13464,           25,           0,          1,            1,           50
 14877,        blessed_mitts_+1,           1,          1,         5160,           25,           0,          1,            1,           50
 14878,        hachiman_kote_+1,           1,          1,        16830,           25,           0,          1,            1,           50
 14879,         lords_gauntlets,           1,          1,         8400,           25,           0,          1,            1,           50
 14880,             wise_gloves,           1,          1,         4928,           25,           0,          1,            1,           50
 14881,          wise_gloves_+1,           1,          1,         6160,           25,           0,          1,            1,           50
 14882,          yasha_tekko_+1,           1,          1,        11483,           25,           0,          1,            1,           50
